ID,Nome,WhatsApp,Link_Conversa_WhatsApp,Endereço,Bairro,Cidade_UF,Categoria,Nota_Google,Qtd_Avaliacoes,Possui_Site,Link_Google_Maps
17,Vidraçaria LC instalacões,(71) 98740-3886,https://wa.me/5571987403886?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"Rua Mello Moraes Filho - Fazenda Grande do Retiro, Salvador - BA, 40352-230",Fazenda Grande do Retiro,Salvador - BA,"Vidraçaria, Vidraceiro",5.0,76,Não,https://www.google.com/maps/place/?q=place_id:ChIJvwnbCXEbFgcRKsE7qidcqIs
18,Vidraçaria Hipólito | Taboão da Serra e Região SP | Sacada Vidro | Box Banheiro,(11) 96101-6540,https://wa.me/5511961016540?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"R. Jacinto de Oliveira, 35 - Jardim Raposo Tavares, São Paulo - SP, 05551-050",Jardim Raposo Tavares,São Paulo - SP,Vidraçaria,4.5,75,Não,https://www.google.com/maps/place/?q=place_id:ChIJy5xkn15VzpQRze-aJ0J13_A
19,Judá Vidros Temperados | Vidraçaria em Florianópolis,(48) 99821-4712,https://wa.me/5548998214712?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"Servidão Dois Pinheiros, 55 - Saco dos Limões, Florianópolis - SC, 88045-399",Saco dos Limões,Florianópolis - SC,"Vidraçaria, Fornecedor de alumínio, Fornecedor de esquadrias de alumínio, Janela de alumínio, Serviço de conserto de fibra de vidro, Serviço de conserto de vidros, Vidraceiro, Loja de espelhos",4.9,71,Não,https://www.google.com/maps/place/?q=place_id:ChIJ1fKPRho5J5URcY6xks-Ho_4
20,M.A.F Esquadrias e Vidros.,(31) 99275-6283,https://wa.me/5531992756283?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"R. Serrinha, 20 - Santa Cecilia, Belo Horizonte - MG, 30668-250",Santa Cecilia,Belo Horizonte - MG,"Fornecedor de esquadrias de alumínio, Janela de alumínio, Vidraceiro, Loja de espelhos",5.0,65,Não,https://www.google.com/maps/place/?q=place_id:ChIJseuywTeO76wRmEmtue_6uVQ
21,Fortal Glass,(85) 98972-1433,https://wa.me/5585989721433?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"Av. Bezerra de Menezes, 1571 - Parquelândia, Fortaleza - CE, 60325-004",Parquelândia,Fortaleza - CE,"Vidraçaria, Serviço de conserto de vidros",4.9,64,Não,https://www.google.com/maps/place/?q=place_id:ChIJ00jhKnhJxwcRsM8DAsO8dEY
22,VA Vidraçaria Auxiliadora,(51) 98126-1348,https://wa.me/5551981261348?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"Av. Plínio Brasil Milano, 297 - Auxiliadora, Porto Alegre - RS, 90520-003",Auxiliadora,Porto Alegre - RS,Vidraçaria,4.4,61,Não,https://www.google.com/maps/place/?q=place_id:ChIJXYSPI9J5GZURkpsSGSQjNcs
23,Vidraçaria Bom Pastor,(11) 94748-6742,https://wa.me/5511947486742?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"Av. Bom Pastor, 777 - Jardim Bom Pastor, Santo André - SP, 09051-300",Jardim Bom Pastor,Santo André - SP,"Vidraçaria, Loja de molduras, Loja de box para banheiro",4.3,60,Não,https://www.google.com/maps/place/?q=place_id:ChIJMTPCp1NCzpQRQi7Kku38ZZw
24,"SV Vidraçaria - Vidros Paranoá, Brasília DF.",(61) 99445-7512,https://wa.me/5561994457512?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"QD 06 Conj. C Lote 19 - Paranoá, Brasília - DF, 71570-603",Paranoá,Brasília - DF,Vidraçaria,4.9,60,Não,https://www.google.com/maps/place/?q=place_id:ChIJHxwAYusxWpMR51MBb6N1fwg
25,Vidraçaria JR vidros,(71) 98143-0815,https://wa.me/5571981430815?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"R. Fernando de Araújo Góes - Pernambués, Salvador - BA, 41100-200",Pernambués,Salvador - BA,Vidraçaria,4.9,59,Não,https://www.google.com/maps/place/?q=place_id:ChIJQafyH46ami0R_MsrrC_PnbM
26,Vidraçaria 1001 Vidros,(19) 99162-5676,https://wa.me/5519991625676?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"Jd Conceição, Campinas - SP, 13091-020",Jd Conceição,Campinas - SP,Vidraçaria,4.9,58,Não,https://www.google.com/maps/place/?q=place_id:ChIJfxf8qNbzOKsRH7cQkgLHcyU
27,ULTRA GLASS VIDRAÇARIA,(61) 98510-3589,https://wa.me/5561985103589?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"St. Sudoeste CLSW 504 SUDOESTE DF Lj 68 - Plano Piloto, Brasília - DF, 70673-642",Plano Piloto,SUDOESTE DF Lj 68 - Plano Piloto,Vidraçaria,4.9,58,Não,https://www.google.com/maps/place/?q=place_id:ChIJ-6NxRqsxWpMRbvmgjyWKSv4
28,Vidraçaria Fast Vidros,(61) 99680-5295,https://wa.me/5561996805295?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"Asa Sul Superquadra Sul 315 Residencial sandray - Arapongas, Brasília - DF, 73366-056",Arapongas,Residencial sandray - Arapongas,"Vidraçaria, Fornecedor de portas, Fabricante de vidro, Vidraceiro, Loja de espelhos, Loja de box para banheiro",4.3,57,Não,https://www.google.com/maps/place/?q=place_id:ChIJt4JAiQkrWpMR-9R_ge_iwAY
29,Distribuidora de Vidros Curitiba,(41) 98411-2039,https://wa.me/5541984112039?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"Rua Emiliano Perneta, 680 - Centro, Curitiba - PR, 80420-080",Centro,Curitiba - PR,"Vidraçaria, Serviço de conserto de vidros",4.9,56,Não,https://www.google.com/maps/place/?q=place_id:ChIJB0IVxLzl3JQREWCHvBp3lX0
30,Garda Vidros,(47) 99784-1716,https://wa.me/5547997841716?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"R. Paulo Gracindo, 49 - Aventureiro, Joinville - SC, 89225-810",Aventureiro,Joinville - SC,Vidraçaria,5.0,55,Não,https://www.google.com/maps/place/?q=place_id:ChIJWVSzRSkO1a8RC-4qmCyih28
31,Max Vidros,(11) 97100-6370,https://wa.me/5511971006370?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"Av. Cap. Mário Toledo de Camargo, 5880 - Vila Luzita, Santo André - SP, 09171-125",Vila Luzita,Santo André - SP,Vidraçaria,4.2,51,Não,https://www.google.com/maps/place/?q=place_id:ChIJ8WqbFNZpzpQRYP_3XAr0Ys0
32,Vidracaria Espelho da Tijuca,(21) 96933-8139,https://wa.me/5521969338139?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"Rua Conde de Bonfim, 87 - Lj B - Tijuca, Rio de Janeiro - RJ, 20520-053",Tijuca,Rio de Janeiro - RJ,Vidraçaria,4.9,50,Não,https://www.google.com/maps/place/?q=place_id:ChIJwUKo2Fd_mQAROEhGyiZ59zo
33,SP1 Vidraçaria,(11) 99707-4593,https://wa.me/5511997074593?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"R. Dr. Antônio Simões de Carvalho, 280 - Jardim São Bernardo, São Paulo - SP, 04844-480",Jardim São Bernardo,São Paulo - SP,Vidraçaria,5.0,49,Não,https://www.google.com/maps/place/?q=place_id:ChIJqdVpBQBPzpQRWtl8wRcHePA
34,"Vidraçaria e espelhos ribeirão preto, vidraçaria União.",(16) 99289-2225,https://wa.me/5516992892225?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"R. Padre Manoel Bernardes, n° 1016 - Jardim Maria Goretti, Ribeirão Preto - SP, 14030-280",Jardim Maria Goretti,Ribeirão Preto - SP,Vidraçaria,5.0,48,Não,https://www.google.com/maps/place/?q=place_id:ChIJu7-bhDy_uZQRBLVFUz73zrw
35,Sorocaba Comércio de Vidros,(15) 99839-3817,https://wa.me/5515998393817?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"R. Itapeva, 57 - Jardim Leocadia, Sorocaba - SP, 18085-360",Jardim Leocadia,Sorocaba - SP,Vidraçaria,4.4,46,Não,https://www.google.com/maps/place/?q=place_id:ChIJPTCH6Vr1xZQRZNIhZv6nVdY
36,Nova Vidraçaria Piratininga LTDA,(21) 96495-7621,https://wa.me/5521964957621?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"Estr. Francisco da Cruz Nunes, 6158 - Piratininga, Niterói - RJ, 24350-310",Piratininga,Niterói - RJ,Vidraçaria,3.4,46,Não,https://www.google.com/maps/place/?q=place_id:ChIJ4SV6W0uGmQAR4BuVyAh_c0E
37,Prime Envidraçamento de Sacadas Ribeirão Preto,(16) 99422-3920,https://wa.me/5516994223920?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"R. Chile, 1315 - Subsetor Sul - 3 (S-3), Ribeirão Preto - SP, 14020-610",Subsetor Sul - 3 (S-3),Ribeirão Preto - SP,Vidraçaria,5.0,41,Não,https://www.google.com/maps/place/?q=place_id:ChIJSVQ_4P7BuZQR5y23SIE25kI
38,SUPER VIDROS,(21) 96413-3989,https://wa.me/5521964133989?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"R. Amadeu Gomes, 52 - Sapê, Niterói - RJ, 24320-010",Sapê,Niterói - RJ,Vidraçaria,4.9,41,Não,https://www.google.com/maps/place/?q=place_id:ChIJcRk4CkqEmQARF9pieeHvNSI
39,Vidraçaria Araújo,(51) 99987-2044,https://wa.me/5551999872044?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"Esquina Barrão - Avenida Padre Cacique, R. Barão do Cerro Largo, 136 - Praia de Belas, Porto Alegre - RS, 90810-240",Praia de Belas,Porto Alegre - RS,"Vidraçaria, Loja de espelhos, Loja de molduras, Loja de box para banheiro",3.9,39,Não,https://www.google.com/maps/place/?q=place_id:ChIJPzHBN_N4GZURxqcErfDrcF4
40,Glassferro,(81) 98608-0504,https://wa.me/5581986080504?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"R. Guimarães Peixoto, 434 A - Casa Amarela, Recife - PE, 52051-200",Casa Amarela,Recife - PE,Vidraçaria,4.9,34,Não,https://www.google.com/maps/place/?q=place_id:ChIJqYOms7IZqwcRw5IGhZqXk-s
41,Estilo Box,(11) 96432-6179,https://wa.me/5511964326179?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"R. Maria José, 402 - Bela Vista, São Paulo - SP, 01324-010",Bela Vista,São Paulo - SP,Vidraçaria,4.7,34,Não,https://www.google.com/maps/place/?q=place_id:ChIJXyhp5zlZzpQRohQFJl3ZXvc
42,Globo Vidros - Vidraçaria em Recife | Espelho - Box - Cortina de Vidro - Vitrines,(81) 98605-1300,https://wa.me/5581986051300?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"R. São Miguel, 1570 - Afogados, Recife - PE, 52850-000",Afogados,Recife - PE,"Vidraçaria, Loja especializada em vidros, Vidraceiro",4.7,32,Não,https://www.google.com/maps/place/?q=place_id:ChIJGXUjhsUeqwcRxpa4vthNt1o
43,VIDRAÇARIA RECANTO DOS VIDROS / ESQUADRIAS e ACESSÓRIOS,(16) 99273-8916,https://wa.me/5516992738916?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"R. José de Alencar, 672 - Campos Elísios, Ribeirão Preto - SP, 14080-360",Campos Elísios,Ribeirão Preto - SP,"Vidraçaria, Fornecedor de esquadrias de alumínio, Loja de acessórios para banheiros, Fabricante de portas, Serviços de corte de vidro, Vidraceiro, Loja de espelhos, Manutenção predial, Loja de box para banheiro, Serviço de instalação de janelas",4.9,29,Não,https://www.google.com/maps/place/?q=place_id:ChIJb_wziua_uZQR_kU7aX-x7d0
44,VIDRAÇARIA MEGA BOX,(11) 99723-6417,https://wa.me/5511997236417?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"R. Ernst Barlach, 11 - Jardim Celeste, São Paulo - SP, 05527-070",Jardim Celeste,São Paulo - SP,Loja especializada em vidros,4.5,25,Não,https://www.google.com/maps/place/?q=place_id:ChIJaYg0P8hTzpQRqcyeXU99nD8
45,J. Freitas Vidraçaria,(85) 99905-7231,https://wa.me/5585999057231?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"Av. Dolor Barreira, 579 - Cs 1 - Vicente Pinzón, Fortaleza - CE, 60181-005",Vicente Pinzón,Fortaleza - CE,Vidraçaria,4.8,24,Não,https://www.google.com/maps/place/?q=place_id:ChIJuWbC2WZJxwcRT1PITkkDn8c
46,Vidracaria e serralheria São José,(21) 99187-5959,https://wa.me/5521991875959?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"R. Barão de Mesquita, 615 - Lj B - Tijuca, Rio de Janeiro - RJ, 20540-006",Tijuca,Rio de Janeiro - RJ,Vidraçaria,4.7,23,Não,https://www.google.com/maps/place/?q=place_id:ChIJ7XOzBG5_mQARVj3WNEhyFlw
47,Vidraçaria e Molduraria Sacerdote,(71) 98315-3241,https://wa.me/5571983153241?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"Av. Vasco da Gama, 499 - Engenho Velho da Federação, Salvador - BA, 40221-500",Engenho Velho da Federação,Salvador - BA,"Vidraçaria, Vidraceiro, Loja de molduras",4.7,15,Não,https://www.google.com/maps/place/?q=place_id:ChIJj215_64EFgcRwmykF2iigZU
48,Lâmina Esquadrias de Alumínio,(21) 98747-1433,https://wa.me/5521987471433?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"Av Ayrton Senna, 5.500, bloco 2, sala 246 - Barra da Tijuca, Rio de Janeiro - RJ, 22775-005",Barra da Tijuca,sala 246 - Barra da Tijuca,Vidraçaria,5.0,14,Não,https://www.google.com/maps/place/?q=place_id:ChIJw41Aqyl9mQAR-ofUHwgWgVQ
49,Vidraçaria Theodozio,(21) 99111-1924,https://wa.me/5521991111924?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"R. Arlete de Andrade Marins, 435 - Fonseca, Niterói - RJ, 24130-370",Fonseca,Niterói - RJ,Vidraçaria,5.0,13,Não,https://www.google.com/maps/place/?q=place_id:ChIJqwIt6RqFmQAR5yFcqS4QYBw
50,Vidraçaria Curitiba Multiserviços,(41) 99231-2223,https://wa.me/5541992312223?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"R. XV de Novembro, 2359 - Centro - Alto da XV, Curitiba - PR, 80045-270",Alto da XV,Curitiba - PR,Vidraçaria,5.0,13,Não,https://www.google.com/maps/place/?q=place_id:ChIJR9BiEQ7l3JQRBm49USrMmyg
