ID,Nome,WhatsApp,Link_Conversa_WhatsApp,Endereço,Bairro,Cidade_UF,Categoria,Nota_Google,Qtd_Avaliacoes,Possui_Site,Link_Google_Maps
11,Ecopower Energia solar Feira de Santana,(75) 99129-2331,https://wa.me/5575991292331?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"R. Vila Nova, 120 - Parque Ipê, Feira de Santana - BA, 44054-506",Parque Ipê,Feira de Santana - BA,"Fornecedor de equipamentos a energia solar, Fornecedor de energia verde, Empresa de energia solar, Usina solar fotovoltaica",5.0,33,Não,https://www.google.com/maps/place/?q=place_id:ChIJN3QyBII7OQ8RolNdr5Iwy_c
12,"EcoPower Itaipu: Energia Solar, Energia Fotovoltaica, Painel Solar, Niterói RJ",(21) 97094-5149,https://wa.me/5521970945149?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"Av. Central Ewerton Xavier, 1221 - Itaipu, Niterói - RJ, 24340-105",Itaipu,Niterói - RJ,Fornecedor de equipamentos a energia solar,4.6,32,Não,https://www.google.com/maps/place/?q=place_id:ChIJuW-w6HmFmQARFYSs94D22vM
13,Inovalar Energia Solar,(12) 98882-3055,https://wa.me/5512988823055?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"R. dos Piquiroes, 40 - Jardim Aquarius, São José dos Campos - SP, 12246-020",Jardim Aquarius,São José dos Campos - SP,"Fornecedor de equipamentos a energia solar, Engenheiro eletricista, Loja de produtos elétricos, Loja de materiais elétricos, Serviço de energia solar, Empresa de energia solar",5.0,29,Não,https://www.google.com/maps/place/?q=place_id:ChIJl21wYyY1zJQRVaQUDc5ASMU
14,Ellit Home Energia Solar Ltda,(15) 99858-0706,https://wa.me/5515998580706?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"R. Martinica, 231 - Jardim America, Sorocaba - SP, 18046-805",Jardim America,Sorocaba - SP,"Empresa de energia solar, Equipamentos e soluções de energia, Serviço de energia solar",4.9,28,Não,https://www.google.com/maps/place/?q=place_id:ChIJk5iFSF6LxZQRXwGGkzF3tyw
15,Energia Solar: Solar MS,(67) 99285-0945,https://wa.me/5567992850945?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"Av. Gunter Hans, 6812 - Sl 4 - Jardim Taruma, Campo Grande - MS, 79092-612",Jardim Taruma,Campo Grande - MS,"Empresa de energia solar, Usina solar fotovoltaica",4.0,28,Não,https://www.google.com/maps/place/?q=place_id:ChIJl58Ekm3lhpQRvF7UtLoVFQM
16,Bridge Energy,(44) 99100-5047,https://wa.me/5544991005047?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"R. Santos Dumont, 3213 - Zona 1, Maringá - PR, 87013-050",Zona 1,Maringá - PR,Empresa de energia solar,5.0,27,Não,https://www.google.com/maps/place/?q=place_id:ChIJiatMnGHX7JQRAFc8-JU7OFw
17,DUPLO IMPACTO ENERGIA SOLAR - CAXIAS,(51) 99694-6668,https://wa.me/5551996946668?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"Rua Luiz Michielon, 1377 - Nossa Sra. de Lourdes, Caxias do Sul - RS, 95074-001",Nossa Senhora de Lourdes,Caxias do Sul - RS,Fornecedor de equipamentos a energia solar,5.0,25,Não,https://www.google.com/maps/place/?q=place_id:ChIJ6X9VGmK9HpURriJMJx1bEzU
18,SegEnergy Energia solar,(71) 99174-6677,https://wa.me/5571991746677?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"Av. Dom João VI, 74 - Brotas, Salvador - BA, 40301-155",Brotas,Salvador - BA,Empresa de energia solar,5.0,25,Não,https://www.google.com/maps/place/?q=place_id:ChIJ4crxrO0FFgcR8JPZbPrLp58
19,Ecolare Energia Solar,(85) 99437-1438,https://wa.me/5585994371438?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"Rua Escrivão Azevedo, 406 - Cidade dos Funcionários, Fortaleza - CE, 60822-520",Cidade dos Funcionários,Fortaleza - CE,Fornecedor de equipamentos a energia solar,4.6,25,Não,https://www.google.com/maps/place/?q=place_id:ChIJR-97hQ05i68RQi4JzRR_S98
20,Êxodo Solar - Energia Solar Uberlandia | Painel Solar | Residencial | Empresarial | Rural,(34) 99236-2090,https://wa.me/5534992362090?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"R. das Acácias, 229 - Cidade Jardim, Uberlândia - MG, 38412-130",Cidade Jardim,Uberlândia - MG,Empresa de energia solar,5.0,24,Não,https://www.google.com/maps/place/?q=place_id:ChIJ2Zwizq9FpJQRcS0L8KVZz5E
21,System Solar - Energia solar em Uberlândia,(34) 99965-6571,https://wa.me/5534999656571?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"R. do Prof., 717 - Jardim das Palmeiras, Uberlândia - MG, 38412-296",Jardim das Palmeiras,Uberlândia - MG,"Empresa de energia solar, Serviço de energia solar",4.6,21,Não,https://www.google.com/maps/place/?q=place_id:ChIJS2JJ_JB9pZQRbK0L40aqg54
22,Ilumiserra Energia Solar LTDA,(54) 99302-2929,https://wa.me/5554993022929?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"Rua Claudino Pedro Dallegrave, 193 - Salgado Filho, Caxias do Sul - RS, 95098-394",Salgado Filho,Caxias do Sul - RS,Fornecedor de equipamentos a energia solar,4.6,20,Não,https://www.google.com/maps/place/?q=place_id:ChIJa3jZRmejHpURlAQKmewYAlE
23,Felipe Velox solar,(15) 98807-7995,https://wa.me/5515988077995?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"R. Visc. de Mauá, 258 - Vila Haro, Sorocaba - SP, 18015-020",Vila Haro,Sorocaba - SP,Empresa de energia solar,5.0,19,Não,https://www.google.com/maps/place/?q=place_id:ChIJNUl4Jo1hz5QRiO7LyW7ZlAQ
24,Águia Solar - Energia solar em Brasília,(61) 99674-8876,https://wa.me/5561996748876?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"Col. Agrícola Águas Claras ch 27 Lote 02 - Guará, Brasília - DF, 71090-295",Guará,Lote 02 - Guará,Empresa de energia solar,5.0,12,Não,https://www.google.com/maps/place/?q=place_id:ChIJNbHr8TUxWpMRQy1zWXPJd5s
25,SolarOn Goiânia Soluções Energia Solar,(62) 99606-1050,https://wa.me/5562996061050?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"Av. Rio Verde, Qd. 93 - Lt. 04 - Jardim Presidente, Goiânia - GO, 74353-520",Jardim Presidente,Goiânia - GO,Fornecedor de equipamentos a energia solar,5.0,11,Não,https://www.google.com/maps/place/?q=place_id:ChIJPdFy1z7scEYRBBd7n8dnW0U
26,Lins Energia Solar,(16) 99715-5759,https://wa.me/5516997155759?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"R. Henrique Dumont, 1395 - Jardim Paulista, Ribeirão Preto - SP, 14090-000",Jardim Paulista,Ribeirão Preto - SP,Empresa de energia solar,5.0,10,Não,https://www.google.com/maps/place/?q=place_id:ChIJL6wtl6a_uZQR-rcy9hnyX6g
27,"Plenno Solar - Energia solar, Instalação de painéis solares, Energia Fotovoltaica, Placa solar em Maringá",(44) 99992-3049,https://wa.me/5544999923049?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"Av. Mandacaru, 3117 - Parque das Laranjeiras, Maringá - PR, 87080-430",Parque das Laranjeiras,Maringá - PR,Fornecedor de equipamentos a energia solar,4.6,10,Não,https://www.google.com/maps/place/?q=place_id:ChIJr2EwjrbX7JQRdrlDwrf3E4Q
28,APLICA ENERGIA SOLAR,(75) 98141-5959,https://wa.me/5575981415959?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"Av. Maria Quitéria, 430 - Tomba, Feira de Santana - BA, 44088-000",Tomba,Feira de Santana - BA,"Empresa de energia solar, Serviço de energia solar",4.6,10,Não,https://www.google.com/maps/place/?q=place_id:ChIJ2TA49mI3FAcRsaf_FhRGgBA
29,CWB Energy - Soluções em Energia Solar Curitiba,(41) 99937-9798,https://wa.me/5541999379798?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"Avenida República Argentina, 665 - conj. 1101, 1102, 1103 - Água Verde - Água Verde, Curitiba - PR, 80240-000",Água Verde,Curitiba - PR,"Fornecedor de equipamentos a energia solar, Equipamentos e soluções de energia, Fornecedor de energia verde",3.5,8,Não,https://www.google.com/maps/place/?q=place_id:ChIJ53fm1oHn3JQRY1pet-UgpBM
30,Serra Tech Solar,(54) 99200-0905,https://wa.me/5554992000905?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"Estr. Mun. Giácomo Bisol - São Luiz, Caxias do Sul - RS, 95074-828",São Luiz,Caxias do Sul - RS,Empresa de energia solar,4.5,8,Não,https://www.google.com/maps/place/?q=place_id:ChIJYXt1jZq9HpURQSzrUuOKxO8
31,CSA Energia,(21) 99287-3535,https://wa.me/5521992873535?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"R. Geremias de Mattos Fontes, 42 - Maravista, Niterói - RJ, 24342-082",Maravista,Niterói - RJ,Fornecedor de equipamentos a energia solar,5.0,7,Não,https://www.google.com/maps/place/?q=place_id:ChIJSYGU7nY94IoRxxi_FmIL-lo
32,Ecopower Energia Solar Osasco,(11) 99948-1701,https://wa.me/5511999481701?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"R. Venceslau Brás, 31 - Jd.Umuarama, Osasco - SP, 06028-190",Jd.Umuarama,Osasco - SP,Fornecedor de equipamentos a energia solar,3.8,4,Não,https://www.google.com/maps/place/?q=place_id:ChIJMbJmh5X_zpQRnAjPVeCKesI
33,Solar Caxias,(54) 99154-7591,https://wa.me/5554991547591?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"R. Angelina Michielon, 1678 - Lourdes, Caxias do Sul - RS, 95084-370",Lourdes,Caxias do Sul - RS,Empresa de energia solar,5.0,4,Não,https://www.google.com/maps/place/?q=place_id:ChIJjQfcy8a8HpURT2dloYar4d0
34,STOCK energy | Energia Solar,(75) 99708-2860,https://wa.me/5575997082860?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"Tv. Anápolis, 1536-1542 - Santa Mônica, Feira de Santana - BA, 44077-430",Santa Mônica,Feira de Santana - BA,Fornecedor de equipamentos a energia solar,5.0,3,Não,https://www.google.com/maps/place/?q=place_id:ChIJV4VQ4Ro3FAcRW80f85jfTag
35,Enova Solar,(11) 98989-9009,https://wa.me/5511989899009?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"R. Lupércio de Miranda, 1776 - Campestre, Santo André - SP, 09070-320",Campestre,Santo André - SP,Fornecedor de equipamentos a energia solar,5.0,1,Não,https://www.google.com/maps/place/?q=place_id:ChIJew7T22xpzpQRbO7zhEaYHE8
36,Energy Brasil - Energia Solar em Niteroi,(21) 99791-0309,https://wa.me/5521997910309?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"Estr. Frei Orlando - Piratininga, Niterói - RJ, 24350-200",Piratininga,Niterói - RJ,Fornecedor de equipamentos a energia solar,5.0,1,Não,https://www.google.com/maps/place/?q=place_id:ChIJq7yzeMXbngwR0LV-bVe0MrU
37,Reduza a Energia Elétrica da sua Casa ou sua Empresa.,(11) 94116-9217,https://wa.me/5511941169217?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"R. Cláudio Aparecido Oliveira, 132 - 46A - Jardim Roberto, Osasco - SP, 06124-130",Jardim Roberto,Osasco - SP,Fornecedor de equipamentos a energia solar,Sem avaliação,0,Não,https://www.google.com/maps/place/?q=place_id:ChIJMfDwb43_zpQRihfttcndC0A
