ID,Nome,WhatsApp,Link_Conversa_WhatsApp,Endereço,Bairro,Cidade_UF,Categoria,Nota_Google,Qtd_Avaliacoes,Possui_Site,Link_Google_Maps
11,Churrascaria Brasa Gaucha,(11) 96542-9653,https://wa.me/5511965429653?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20trabalho%20com%20cria%C3%A7%C3%A3o%20de%20sites%20e%20card%C3%A1pios%20digitais%20para%20churrascarias.%0A%0AEstava%20no%20Google%20Maps%20e%20vi%20que%20a%20Churrascaria%20Brasa%20Gaucha%20tem%20uma%20excelente%20avalia%C3%A7%C3%A3o%20%284.3%20%E2%98%85%20com%20981%20avalia%C3%A7%C3%B5es%21%29%2C%20mas%20notei%20que%20voc%C3%AAs%20ainda%20n%C3%A3o%20possuem%20um%20site%20pr%C3%B3prio%20nem%20card%C3%A1pio%20interativo%20na%20bio%20do%20Instagram.%0A%0AHoje%20muitos%20clientes%20pesquisam%20no%20Google%20antes%20de%20sair%20para%20almo%C3%A7ar%20ou%20pedir%20delivery.%20Trabalho%20com%202%20op%C3%A7%C3%B5es%20bem%20pr%C3%A1ticas%20para%20restaurantes%3A%0A%0A1.%20%F0%9F%93%B1%20Card%C3%A1pio%20Digital%20no%20WhatsApp%20%28o%20cliente%20monta%20o%20pedido%20e%20envia%20pronto%20direto%20pro%20seu%20WhatsApp%20-%20op%C3%A7%C3%A3o%20mais%20econ%C3%B4mica%29.%0A2.%20%F0%9F%92%B3%20Site%20Completo%20com%20Pagamento%20Online%20%28o%20cliente%20faz%20o%20pedido%20e%20realiza%20o%20pagamento%20direto%20pelo%20site%29.%0A%0APosso%20te%20explicar%20rapidinho%20como%20funciona%20e%20te%20passar%20os%20valores%20sem%20compromisso%3F,"R. Conselheiro Belisário, 227 - Brás, São Paulo - SP, 03012-000",Brás,São Paulo - SP,Churrascaria,4.3,981,Não,https://www.google.com/maps/place/?q=place_id:ChIJ47qydeFYzpQRYCc5pSzrvOI
12,Restaurante e Churrascaria Farropilha | Itatiba e Bragança,(11) 94492-0801,https://wa.me/5511944920801?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20trabalho%20com%20cria%C3%A7%C3%A3o%20de%20sites%20e%20card%C3%A1pios%20digitais%20para%20churrascarias.%0A%0AEstava%20no%20Google%20Maps%20e%20vi%20que%20a%20Restaurante%20e%20Churrascaria%20Farropilha%20%7C%20Itatiba%20e%20Bragan%C3%A7a%20tem%20uma%20excelente%20avalia%C3%A7%C3%A3o%20%284.6%20%E2%98%85%20com%20838%20avalia%C3%A7%C3%B5es%21%29%2C%20mas%20notei%20que%20voc%C3%AAs%20ainda%20n%C3%A3o%20possuem%20um%20site%20pr%C3%B3prio%20nem%20card%C3%A1pio%20interativo%20na%20bio%20do%20Instagram.%0A%0AHoje%20muitos%20clientes%20pesquisam%20no%20Google%20antes%20de%20sair%20para%20almo%C3%A7ar%20ou%20pedir%20delivery.%20Trabalho%20com%202%20op%C3%A7%C3%B5es%20bem%20pr%C3%A1ticas%20para%20restaurantes%3A%0A%0A1.%20%F0%9F%93%B1%20Card%C3%A1pio%20Digital%20no%20WhatsApp%20%28o%20cliente%20monta%20o%20pedido%20e%20envia%20pronto%20direto%20pro%20seu%20WhatsApp%20-%20op%C3%A7%C3%A3o%20mais%20econ%C3%B4mica%29.%0A2.%20%F0%9F%92%B3%20Site%20Completo%20com%20Pagamento%20Online%20%28o%20cliente%20faz%20o%20pedido%20e%20realiza%20o%20pagamento%20direto%20pelo%20site%29.%0A%0APosso%20te%20explicar%20rapidinho%20como%20funciona%20e%20te%20passar%20os%20valores%20sem%20compromisso%3F,"Rua Orilla Gilli de Giaretta de Souza, 119 - Lot Summertime, Itatiba - SP, 13252-690",Lot Summertime,Itatiba - SP,"Churrascaria, Restaurante brasileiro, Restaurante self-service, Restaurante familiar, Restaurante de carne",4.6,838,Não,https://www.google.com/maps/place/?q=place_id:ChIJETfLWz3TzpQRuBmSl_u6nnA
13,Varanda Steak House,(45) 99999-6171,https://wa.me/5545999996171?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20trabalho%20com%20cria%C3%A7%C3%A3o%20de%20sites%20e%20card%C3%A1pios%20digitais%20para%20churrascarias.%0A%0AEstava%20no%20Google%20Maps%20e%20vi%20que%20a%20Varanda%20Steak%20House%20tem%20uma%20excelente%20avalia%C3%A7%C3%A3o%20%284.5%20%E2%98%85%20com%20806%20avalia%C3%A7%C3%B5es%21%29%2C%20mas%20notei%20que%20voc%C3%AAs%20ainda%20n%C3%A3o%20possuem%20um%20site%20pr%C3%B3prio%20nem%20card%C3%A1pio%20interativo%20na%20bio%20do%20Instagram.%0A%0AHoje%20muitos%20clientes%20pesquisam%20no%20Google%20antes%20de%20sair%20para%20almo%C3%A7ar%20ou%20pedir%20delivery.%20Trabalho%20com%202%20op%C3%A7%C3%B5es%20bem%20pr%C3%A1ticas%20para%20restaurantes%3A%0A%0A1.%20%F0%9F%93%B1%20Card%C3%A1pio%20Digital%20no%20WhatsApp%20%28o%20cliente%20monta%20o%20pedido%20e%20envia%20pronto%20direto%20pro%20seu%20WhatsApp%20-%20op%C3%A7%C3%A3o%20mais%20econ%C3%B4mica%29.%0A2.%20%F0%9F%92%B3%20Site%20Completo%20com%20Pagamento%20Online%20%28o%20cliente%20faz%20o%20pedido%20e%20realiza%20o%20pagamento%20direto%20pelo%20site%29.%0A%0APosso%20te%20explicar%20rapidinho%20como%20funciona%20e%20te%20passar%20os%20valores%20sem%20compromisso%3F,"R. Mal. Cândido Rondon, 2553 - Centro, Cascavel - PR, 85810-030",Centro,Cascavel - PR,"Churrascaria, Restaurante especializado em carnes, Bar, Pizzaria, Restaurante",4.5,806,Não,https://www.google.com/maps/place/?q=place_id:ChIJUwm9VRfV85QR5qA0tRe-hXA
14,Gaucho's Grill,(11) 96142-6671,https://wa.me/5511961426671?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20trabalho%20com%20cria%C3%A7%C3%A3o%20de%20sites%20e%20card%C3%A1pios%20digitais%20para%20churrascarias.%0A%0AEstava%20no%20Google%20Maps%20e%20vi%20que%20a%20Gaucho%27s%20Grill%20tem%20uma%20excelente%20avalia%C3%A7%C3%A3o%20%284.3%20%E2%98%85%20com%20713%20avalia%C3%A7%C3%B5es%21%29%2C%20mas%20notei%20que%20voc%C3%AAs%20ainda%20n%C3%A3o%20possuem%20um%20site%20pr%C3%B3prio%20nem%20card%C3%A1pio%20interativo%20na%20bio%20do%20Instagram.%0A%0AHoje%20muitos%20clientes%20pesquisam%20no%20Google%20antes%20de%20sair%20para%20almo%C3%A7ar%20ou%20pedir%20delivery.%20Trabalho%20com%202%20op%C3%A7%C3%B5es%20bem%20pr%C3%A1ticas%20para%20restaurantes%3A%0A%0A1.%20%F0%9F%93%B1%20Card%C3%A1pio%20Digital%20no%20WhatsApp%20%28o%20cliente%20monta%20o%20pedido%20e%20envia%20pronto%20direto%20pro%20seu%20WhatsApp%20-%20op%C3%A7%C3%A3o%20mais%20econ%C3%B4mica%29.%0A2.%20%F0%9F%92%B3%20Site%20Completo%20com%20Pagamento%20Online%20%28o%20cliente%20faz%20o%20pedido%20e%20realiza%20o%20pagamento%20direto%20pelo%20site%29.%0A%0APosso%20te%20explicar%20rapidinho%20como%20funciona%20e%20te%20passar%20os%20valores%20sem%20compromisso%3F,"R. dos Vianas, 696 - Baeta Neves, São Bernardo do Campo - SP, 09760-000",Baeta Neves,São Bernardo do Campo - SP,"Churrascaria, Restaurante self-service, Delivery, Restaurante",4.3,713,Não,https://www.google.com/maps/place/?q=place_id:ChIJ0zt4ki9CzpQRk7bPCXRXrcw
15,Baurú Restaurante | Ilha do Governador – Rio de Janeiro,(21) 99314-6476,https://wa.me/5521993146476?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20trabalho%20com%20cria%C3%A7%C3%A3o%20de%20sites%20e%20card%C3%A1pios%20digitais%20para%20churrascarias.%0A%0AEstava%20no%20Google%20Maps%20e%20vi%20que%20a%20Baur%C3%BA%20Restaurante%20%7C%20Ilha%20do%20Governador%20%E2%80%93%20Rio%20de%20Janeiro%20tem%20uma%20excelente%20avalia%C3%A7%C3%A3o%20%284.5%20%E2%98%85%20com%20686%20avalia%C3%A7%C3%B5es%21%29%2C%20mas%20notei%20que%20voc%C3%AAs%20ainda%20n%C3%A3o%20possuem%20um%20site%20pr%C3%B3prio%20nem%20card%C3%A1pio%20interativo%20na%20bio%20do%20Instagram.%0A%0AHoje%20muitos%20clientes%20pesquisam%20no%20Google%20antes%20de%20sair%20para%20almo%C3%A7ar%20ou%20pedir%20delivery.%20Trabalho%20com%202%20op%C3%A7%C3%B5es%20bem%20pr%C3%A1ticas%20para%20restaurantes%3A%0A%0A1.%20%F0%9F%93%B1%20Card%C3%A1pio%20Digital%20no%20WhatsApp%20%28o%20cliente%20monta%20o%20pedido%20e%20envia%20pronto%20direto%20pro%20seu%20WhatsApp%20-%20op%C3%A7%C3%A3o%20mais%20econ%C3%B4mica%29.%0A2.%20%F0%9F%92%B3%20Site%20Completo%20com%20Pagamento%20Online%20%28o%20cliente%20faz%20o%20pedido%20e%20realiza%20o%20pagamento%20direto%20pelo%20site%29.%0A%0APosso%20te%20explicar%20rapidinho%20como%20funciona%20e%20te%20passar%20os%20valores%20sem%20compromisso%3F,"Estrada do Galeão, 2275 - Jardim Guanabara, Rio de Janeiro - RJ, 21931-385",Jardim Guanabara,Rio de Janeiro - RJ,"Restaurante, Churrascaria, Restaurante brasileiro, Restaurante de almoço, Restaurante de comida para viagem, Restaurante de frutos do mar, Restaurante de carne",4.5,686,Não,https://www.google.com/maps/place/?q=place_id:ChIJUeztIAB5mQARh6c7XwsWsW0
16,Churrascaria do Gaúcho,(14) 99814-1631,https://wa.me/5514998141631?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20trabalho%20com%20cria%C3%A7%C3%A3o%20de%20sites%20e%20card%C3%A1pios%20digitais%20para%20churrascarias.%0A%0AEstava%20no%20Google%20Maps%20e%20vi%20que%20a%20Churrascaria%20do%20Ga%C3%BAcho%20tem%20uma%20excelente%20avalia%C3%A7%C3%A3o%20%284.4%20%E2%98%85%20com%20667%20avalia%C3%A7%C3%B5es%21%29%2C%20mas%20notei%20que%20voc%C3%AAs%20ainda%20n%C3%A3o%20possuem%20um%20site%20pr%C3%B3prio%20nem%20card%C3%A1pio%20interativo%20na%20bio%20do%20Instagram.%0A%0AHoje%20muitos%20clientes%20pesquisam%20no%20Google%20antes%20de%20sair%20para%20almo%C3%A7ar%20ou%20pedir%20delivery.%20Trabalho%20com%202%20op%C3%A7%C3%B5es%20bem%20pr%C3%A1ticas%20para%20restaurantes%3A%0A%0A1.%20%F0%9F%93%B1%20Card%C3%A1pio%20Digital%20no%20WhatsApp%20%28o%20cliente%20monta%20o%20pedido%20e%20envia%20pronto%20direto%20pro%20seu%20WhatsApp%20-%20op%C3%A7%C3%A3o%20mais%20econ%C3%B4mica%29.%0A2.%20%F0%9F%92%B3%20Site%20Completo%20com%20Pagamento%20Online%20%28o%20cliente%20faz%20o%20pedido%20e%20realiza%20o%20pagamento%20direto%20pelo%20site%29.%0A%0APosso%20te%20explicar%20rapidinho%20como%20funciona%20e%20te%20passar%20os%20valores%20sem%20compromisso%3F,"Av. Tiradentes, 1.487 - Fragata, Marília - SP, 17519-000",Fragata,Marília - SP,Churrascaria,4.4,667,Não,https://www.google.com/maps/place/?q=place_id:ChIJGwIxkq7Qv5QRqfLXDKh6gMc
17,Casa de Carnes Better - Presidente Prudente,(18) 99802-3645,https://wa.me/5518998023645?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20trabalho%20com%20cria%C3%A7%C3%A3o%20de%20sites%20e%20card%C3%A1pios%20digitais%20para%20churrascarias.%0A%0AEstava%20no%20Google%20Maps%20e%20vi%20que%20a%20Casa%20de%20Carnes%20Better%20-%20Presidente%20Prudente%20tem%20uma%20excelente%20avalia%C3%A7%C3%A3o%20%284.6%20%E2%98%85%20com%20644%20avalia%C3%A7%C3%B5es%21%29%2C%20mas%20notei%20que%20voc%C3%AAs%20ainda%20n%C3%A3o%20possuem%20um%20site%20pr%C3%B3prio%20nem%20card%C3%A1pio%20interativo%20na%20bio%20do%20Instagram.%0A%0AHoje%20muitos%20clientes%20pesquisam%20no%20Google%20antes%20de%20sair%20para%20almo%C3%A7ar%20ou%20pedir%20delivery.%20Trabalho%20com%202%20op%C3%A7%C3%B5es%20bem%20pr%C3%A1ticas%20para%20restaurantes%3A%0A%0A1.%20%F0%9F%93%B1%20Card%C3%A1pio%20Digital%20no%20WhatsApp%20%28o%20cliente%20monta%20o%20pedido%20e%20envia%20pronto%20direto%20pro%20seu%20WhatsApp%20-%20op%C3%A7%C3%A3o%20mais%20econ%C3%B4mica%29.%0A2.%20%F0%9F%92%B3%20Site%20Completo%20com%20Pagamento%20Online%20%28o%20cliente%20faz%20o%20pedido%20e%20realiza%20o%20pagamento%20direto%20pelo%20site%29.%0A%0APosso%20te%20explicar%20rapidinho%20como%20funciona%20e%20te%20passar%20os%20valores%20sem%20compromisso%3F,"Av. Manoel Goulart, 3880 - Vila Santa Helena, Pres. Prudente - SP, 19060-000",Vila Santa Helena,Pres. Prudente - SP,"Churrascaria, Açougue, Empório gourmet, Mercado",4.6,644,Não,https://www.google.com/maps/place/?q=place_id:ChIJKQNONxH0k5QRxjKhlq-G9KQ
18,O Original na Brasa Parrilla,(48) 99867-0949,https://wa.me/5548998670949?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20trabalho%20com%20cria%C3%A7%C3%A3o%20de%20sites%20e%20card%C3%A1pios%20digitais%20para%20churrascarias.%0A%0AEstava%20no%20Google%20Maps%20e%20vi%20que%20a%20O%20Original%20na%20Brasa%20Parrilla%20tem%20uma%20excelente%20avalia%C3%A7%C3%A3o%20%284.8%20%E2%98%85%20com%20635%20avalia%C3%A7%C3%B5es%21%29%2C%20mas%20notei%20que%20voc%C3%AAs%20ainda%20n%C3%A3o%20possuem%20um%20site%20pr%C3%B3prio%20nem%20card%C3%A1pio%20interativo%20na%20bio%20do%20Instagram.%0A%0AHoje%20muitos%20clientes%20pesquisam%20no%20Google%20antes%20de%20sair%20para%20almo%C3%A7ar%20ou%20pedir%20delivery.%20Trabalho%20com%202%20op%C3%A7%C3%B5es%20bem%20pr%C3%A1ticas%20para%20restaurantes%3A%0A%0A1.%20%F0%9F%93%B1%20Card%C3%A1pio%20Digital%20no%20WhatsApp%20%28o%20cliente%20monta%20o%20pedido%20e%20envia%20pronto%20direto%20pro%20seu%20WhatsApp%20-%20op%C3%A7%C3%A3o%20mais%20econ%C3%B4mica%29.%0A2.%20%F0%9F%92%B3%20Site%20Completo%20com%20Pagamento%20Online%20%28o%20cliente%20faz%20o%20pedido%20e%20realiza%20o%20pagamento%20direto%20pelo%20site%29.%0A%0APosso%20te%20explicar%20rapidinho%20como%20funciona%20e%20te%20passar%20os%20valores%20sem%20compromisso%3F,"Av. dos Salmões, 1200 - Jurerê Internacional, Florianópolis - SC, 88053-365",Jurerê Internacional,Florianópolis - SC,Churrascaria,4.8,635,Não,https://www.google.com/maps/place/?q=place_id:ChIJga4ok_tFJ5URPNJREWZpdBQ
19,BBQ Boutique de Carnes & Grill,(12) 98184-0455,https://wa.me/5512981840455?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20trabalho%20com%20cria%C3%A7%C3%A3o%20de%20sites%20e%20card%C3%A1pios%20digitais%20para%20churrascarias.%0A%0AEstava%20no%20Google%20Maps%20e%20vi%20que%20a%20BBQ%20Boutique%20de%20Carnes%20%26%20Grill%20tem%20uma%20excelente%20avalia%C3%A7%C3%A3o%20%284.1%20%E2%98%85%20com%20624%20avalia%C3%A7%C3%B5es%21%29%2C%20mas%20notei%20que%20voc%C3%AAs%20ainda%20n%C3%A3o%20possuem%20um%20site%20pr%C3%B3prio%20nem%20card%C3%A1pio%20interativo%20na%20bio%20do%20Instagram.%0A%0AHoje%20muitos%20clientes%20pesquisam%20no%20Google%20antes%20de%20sair%20para%20almo%C3%A7ar%20ou%20pedir%20delivery.%20Trabalho%20com%202%20op%C3%A7%C3%B5es%20bem%20pr%C3%A1ticas%20para%20restaurantes%3A%0A%0A1.%20%F0%9F%93%B1%20Card%C3%A1pio%20Digital%20no%20WhatsApp%20%28o%20cliente%20monta%20o%20pedido%20e%20envia%20pronto%20direto%20pro%20seu%20WhatsApp%20-%20op%C3%A7%C3%A3o%20mais%20econ%C3%B4mica%29.%0A2.%20%F0%9F%92%B3%20Site%20Completo%20com%20Pagamento%20Online%20%28o%20cliente%20faz%20o%20pedido%20e%20realiza%20o%20pagamento%20direto%20pelo%20site%29.%0A%0APosso%20te%20explicar%20rapidinho%20como%20funciona%20e%20te%20passar%20os%20valores%20sem%20compromisso%3F,"Rua Coronel José Benedito Marcondes de Mattos, 680 - Quiririm, Taubaté - SP, 12043-280",Quiririm,Taubaté - SP,Churrascaria,4.1,624,Não,https://www.google.com/maps/place/?q=place_id:ChIJRRcb9vL4zJQRuqAIYHcIWM0
20,Stella Grill,(11) 99897-6533,https://wa.me/5511998976533?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20trabalho%20com%20cria%C3%A7%C3%A3o%20de%20sites%20e%20card%C3%A1pios%20digitais%20para%20churrascarias.%0A%0AEstava%20no%20Google%20Maps%20e%20vi%20que%20a%20Stella%20Grill%20tem%20uma%20excelente%20avalia%C3%A7%C3%A3o%20%284.4%20%E2%98%85%20com%20614%20avalia%C3%A7%C3%B5es%21%29%2C%20mas%20notei%20que%20voc%C3%AAs%20ainda%20n%C3%A3o%20possuem%20um%20site%20pr%C3%B3prio%20nem%20card%C3%A1pio%20interativo%20na%20bio%20do%20Instagram.%0A%0AHoje%20muitos%20clientes%20pesquisam%20no%20Google%20antes%20de%20sair%20para%20almo%C3%A7ar%20ou%20pedir%20delivery.%20Trabalho%20com%202%20op%C3%A7%C3%B5es%20bem%20pr%C3%A1ticas%20para%20restaurantes%3A%0A%0A1.%20%F0%9F%93%B1%20Card%C3%A1pio%20Digital%20no%20WhatsApp%20%28o%20cliente%20monta%20o%20pedido%20e%20envia%20pronto%20direto%20pro%20seu%20WhatsApp%20-%20op%C3%A7%C3%A3o%20mais%20econ%C3%B4mica%29.%0A2.%20%F0%9F%92%B3%20Site%20Completo%20com%20Pagamento%20Online%20%28o%20cliente%20faz%20o%20pedido%20e%20realiza%20o%20pagamento%20direto%20pelo%20site%29.%0A%0APosso%20te%20explicar%20rapidinho%20como%20funciona%20e%20te%20passar%20os%20valores%20sem%20compromisso%3F,"Alameda Caiapós, 821 - Tamboré, Barueri - SP, 06460-110",Tamboré,Barueri - SP,Restaurante,4.4,614,Não,https://www.google.com/maps/place/?q=place_id:ChIJp6Cn8c7_zpQR8RpyfCzTy_s
21,Costelaria Sabor na Brasa,(45) 99988-6667,https://wa.me/5545999886667?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20trabalho%20com%20cria%C3%A7%C3%A3o%20de%20sites%20e%20card%C3%A1pios%20digitais%20para%20churrascarias.%0A%0AEstava%20no%20Google%20Maps%20e%20vi%20que%20a%20Costelaria%20Sabor%20na%20Brasa%20tem%20uma%20excelente%20avalia%C3%A7%C3%A3o%20%284.5%20%E2%98%85%20com%20556%20avalia%C3%A7%C3%B5es%21%29%2C%20mas%20notei%20que%20voc%C3%AAs%20ainda%20n%C3%A3o%20possuem%20um%20site%20pr%C3%B3prio%20nem%20card%C3%A1pio%20interativo%20na%20bio%20do%20Instagram.%0A%0AHoje%20muitos%20clientes%20pesquisam%20no%20Google%20antes%20de%20sair%20para%20almo%C3%A7ar%20ou%20pedir%20delivery.%20Trabalho%20com%202%20op%C3%A7%C3%B5es%20bem%20pr%C3%A1ticas%20para%20restaurantes%3A%0A%0A1.%20%F0%9F%93%B1%20Card%C3%A1pio%20Digital%20no%20WhatsApp%20%28o%20cliente%20monta%20o%20pedido%20e%20envia%20pronto%20direto%20pro%20seu%20WhatsApp%20-%20op%C3%A7%C3%A3o%20mais%20econ%C3%B4mica%29.%0A2.%20%F0%9F%92%B3%20Site%20Completo%20com%20Pagamento%20Online%20%28o%20cliente%20faz%20o%20pedido%20e%20realiza%20o%20pagamento%20direto%20pelo%20site%29.%0A%0APosso%20te%20explicar%20rapidinho%20como%20funciona%20e%20te%20passar%20os%20valores%20sem%20compromisso%3F,"Av. Brasil - Santo Inácio, Cascavel - PR, 85816-290",Santo Inácio,Cascavel - PR,Churrascaria,4.5,556,Não,https://www.google.com/maps/place/?q=place_id:ChIJK90Q2YjU85QRaff0NSlX268
22,Mandabrasa Steakhouse,(45) 99918-1000,https://wa.me/5545999181000?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20trabalho%20com%20cria%C3%A7%C3%A3o%20de%20sites%20e%20card%C3%A1pios%20digitais%20para%20churrascarias.%0A%0AEstava%20no%20Google%20Maps%20e%20vi%20que%20a%20Mandabrasa%20Steakhouse%20tem%20uma%20excelente%20avalia%C3%A7%C3%A3o%20%284.4%20%E2%98%85%20com%20527%20avalia%C3%A7%C3%B5es%21%29%2C%20mas%20notei%20que%20voc%C3%AAs%20ainda%20n%C3%A3o%20possuem%20um%20site%20pr%C3%B3prio%20nem%20card%C3%A1pio%20interativo%20na%20bio%20do%20Instagram.%0A%0AHoje%20muitos%20clientes%20pesquisam%20no%20Google%20antes%20de%20sair%20para%20almo%C3%A7ar%20ou%20pedir%20delivery.%20Trabalho%20com%202%20op%C3%A7%C3%B5es%20bem%20pr%C3%A1ticas%20para%20restaurantes%3A%0A%0A1.%20%F0%9F%93%B1%20Card%C3%A1pio%20Digital%20no%20WhatsApp%20%28o%20cliente%20monta%20o%20pedido%20e%20envia%20pronto%20direto%20pro%20seu%20WhatsApp%20-%20op%C3%A7%C3%A3o%20mais%20econ%C3%B4mica%29.%0A2.%20%F0%9F%92%B3%20Site%20Completo%20com%20Pagamento%20Online%20%28o%20cliente%20faz%20o%20pedido%20e%20realiza%20o%20pagamento%20direto%20pelo%20site%29.%0A%0APosso%20te%20explicar%20rapidinho%20como%20funciona%20e%20te%20passar%20os%20valores%20sem%20compromisso%3F,"R. Visc. do Rio Branco, 2929 - Centro, Cascavel - PR, 85810-180",Centro,Cascavel - PR,"Churrascaria, Restaurante de carne, Bar, Hamburgueria, Restaurante de churrasquinho, Restaurante, Petiscaria",4.4,527,Não,https://www.google.com/maps/place/?q=place_id:ChIJ18vEAATU85QRfhbJ-sq5bUA
23,Picanharia Puerto Gaúcho,(21) 96629-9410,https://wa.me/5521966299410?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20trabalho%20com%20cria%C3%A7%C3%A3o%20de%20sites%20e%20card%C3%A1pios%20digitais%20para%20churrascarias.%0A%0AEstava%20no%20Google%20Maps%20e%20vi%20que%20a%20Picanharia%20Puerto%20Ga%C3%BAcho%20tem%20uma%20excelente%20avalia%C3%A7%C3%A3o%20%284.6%20%E2%98%85%20com%20499%20avalia%C3%A7%C3%B5es%21%29%2C%20mas%20notei%20que%20voc%C3%AAs%20ainda%20n%C3%A3o%20possuem%20um%20site%20pr%C3%B3prio%20nem%20card%C3%A1pio%20interativo%20na%20bio%20do%20Instagram.%0A%0AHoje%20muitos%20clientes%20pesquisam%20no%20Google%20antes%20de%20sair%20para%20almo%C3%A7ar%20ou%20pedir%20delivery.%20Trabalho%20com%202%20op%C3%A7%C3%B5es%20bem%20pr%C3%A1ticas%20para%20restaurantes%3A%0A%0A1.%20%F0%9F%93%B1%20Card%C3%A1pio%20Digital%20no%20WhatsApp%20%28o%20cliente%20monta%20o%20pedido%20e%20envia%20pronto%20direto%20pro%20seu%20WhatsApp%20-%20op%C3%A7%C3%A3o%20mais%20econ%C3%B4mica%29.%0A2.%20%F0%9F%92%B3%20Site%20Completo%20com%20Pagamento%20Online%20%28o%20cliente%20faz%20o%20pedido%20e%20realiza%20o%20pagamento%20direto%20pelo%20site%29.%0A%0APosso%20te%20explicar%20rapidinho%20como%20funciona%20e%20te%20passar%20os%20valores%20sem%20compromisso%3F,"Estr. do Pedregoso, 175 - Campo Grande, Rio de Janeiro - RJ, 23095-250",Campo Grande,Rio de Janeiro - RJ,"Restaurante, Churrascaria, Bistrô, Bar",4.6,499,Não,https://www.google.com/maps/place/?q=place_id:ChIJH0TrOX_hmwAROA6Ot9w-6sI
24,Picanha na Pedra e Bar do Zulu,(13) 99100-1298,https://wa.me/5513991001298?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20trabalho%20com%20cria%C3%A7%C3%A3o%20de%20sites%20e%20card%C3%A1pios%20digitais%20para%20churrascarias.%0A%0AEstava%20no%20Google%20Maps%20e%20vi%20que%20a%20Picanha%20na%20Pedra%20e%20Bar%20do%20Zulu%20tem%20uma%20excelente%20avalia%C3%A7%C3%A3o%20%284.5%20%E2%98%85%20com%20498%20avalia%C3%A7%C3%B5es%21%29%2C%20mas%20notei%20que%20voc%C3%AAs%20ainda%20n%C3%A3o%20possuem%20um%20site%20pr%C3%B3prio%20nem%20card%C3%A1pio%20interativo%20na%20bio%20do%20Instagram.%0A%0AHoje%20muitos%20clientes%20pesquisam%20no%20Google%20antes%20de%20sair%20para%20almo%C3%A7ar%20ou%20pedir%20delivery.%20Trabalho%20com%202%20op%C3%A7%C3%B5es%20bem%20pr%C3%A1ticas%20para%20restaurantes%3A%0A%0A1.%20%F0%9F%93%B1%20Card%C3%A1pio%20Digital%20no%20WhatsApp%20%28o%20cliente%20monta%20o%20pedido%20e%20envia%20pronto%20direto%20pro%20seu%20WhatsApp%20-%20op%C3%A7%C3%A3o%20mais%20econ%C3%B4mica%29.%0A2.%20%F0%9F%92%B3%20Site%20Completo%20com%20Pagamento%20Online%20%28o%20cliente%20faz%20o%20pedido%20e%20realiza%20o%20pagamento%20direto%20pelo%20site%29.%0A%0APosso%20te%20explicar%20rapidinho%20como%20funciona%20e%20te%20passar%20os%20valores%20sem%20compromisso%3F,"13, R. Copacabana, 495 - 98102-2711R - Guilhermina, Praia Grande - SP, 11701-670",Guilhermina,Praia Grande - SP,Restaurante,4.5,498,Não,https://www.google.com/maps/place/?q=place_id:ChIJ_2MxibUdzpQRuuw2Lhb_4Ng
