ID,Nome,WhatsApp,Link_Conversa_WhatsApp,Endereço,Bairro,Cidade_UF,Categoria,Nota_Google,Qtd_Avaliacoes,Possui_Site,Link_Google_Maps
21,Maison Odontologia Especializada,(61) 99599-1116,https://wa.me/5561995991116?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"SGAS 915 Lote 69/70 Sala 41- 2º subsolo Centro Clínico Advance, Brasília - DF, 70390-150",Asa Sul,Brasília - DF,"Clínica odontológica, Periodontia e implantes dentários, Endodontista, Ortodontista",4.9,186,Não,https://www.google.com/maps/place/?q=place_id:ChIJy7c6QCoxWpMRL8X8uUfYim4
22,Dentistas | Clínica Odontológica,(11) 96102-2844,https://wa.me/5511961022844?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"R. Mal. Deodoro, 370 - Centro, São Bernardo do Campo - SP, 09710-010",Centro,São Bernardo do Campo - SP,Dentista,5.0,166,Não,https://www.google.com/maps/place/?q=place_id:ChIJd_ARhoRDzpQRfslFd4KQ1VI
23,Conceitual Clínica Odontológica,(41) 99990-3331,https://wa.me/5541999903331?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"Av. Rep. Argentina, 452 - Sl 408 - Água Verde, Curitiba - PR, 80240-210",Água Verde,Curitiba - PR,Clínica odontológica,4.9,139,Não,https://www.google.com/maps/place/?q=place_id:ChIJ59Mb1p7j3JQRx_bqjMNSCDQ
24,Dra. Melina Miranda | Dentista em Ribeirão Preto 24 horas,(16) 98146-6276,https://wa.me/5516981466276?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"R. Bartolomeu de Gusmão, 707 - Vila Tiberio, Ribeirão Preto - SP, 14050-080",Vila Tiberio,Ribeirão Preto - SP,Dentista,5.0,127,Não,https://www.google.com/maps/place/?q=place_id:ChIJK59uTAa_uZQR6pHQx14Efxc
25,Dra Daniele Taveira | DT Odontologia Integrada,(21) 99109-9201,https://wa.me/5521991099201?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"R. México, 148 - sala 908 - Centro, Rio de Janeiro - RJ, 20031-142",Centro,Rio de Janeiro - RJ,"Dentista, Clínica odontológica, Periodontia e implantes dentários, Endodontista, Cirurgião dentista, Ortodontista",4.9,123,Não,https://www.google.com/maps/place/?q=place_id:ChIJE-Eu_IJ_mQARXMFHKlg3gSI
26,Clínica GC - Odontologia e Estética,(11) 97673-1025,https://wa.me/5511976731025?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"Av. Novo Osasco, 54 - Bussocaba, Osasco - SP, 06056-010",Bussocaba,Osasco - SP,Clínica odontológica,5.0,121,Não,https://www.google.com/maps/place/?q=place_id:ChIJechluHJVzpQRAMHNpmobxgg
27,Consultório Odontológico Dr. Thiago Vasconcelos,(71) 99358-3139,https://wa.me/5571993583139?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"Alameda Pádua, 45 - Pituba, Salvador - BA, 41830-480",Pituba,Salvador - BA,Dentista,5.0,119,Não,https://www.google.com/maps/place/?q=place_id:ChIJV_gtP1IbFgcR4ntM3iO2BzE
28,Clinica Odontologica Estrela da Manhã Osasco,(11) 99276-9404,https://wa.me/5511992769404?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"Av. Clóvis Assaf, 500 - Conceicao, Osasco - SP, 06145-080",Conceicao,Osasco - SP,Clínica odontológica,4.6,115,Não,https://www.google.com/maps/place/?q=place_id:ChIJ1SwLt7hVzpQR8VL0yxmmEg0
29,Dentista Odonto Company Santos Gonzaga,(13) 98165-4245,https://wa.me/5513981654245?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"R. Alagoas, 61 - Gonzaga, Santos - SP, 11065-120",Gonzaga,Santos - SP,"Dentista, Dentista cosmético, Periodontia e implantes dentários, Cirurgião dentista",4.8,103,Não,https://www.google.com/maps/place/?q=place_id:ChIJ0yfIVrkDzpQRk64ZCK420tw
30,Priore Odontologia,(11) 97620-2454,https://wa.me/5511976202454?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"Dentro estacionamento - Avenida Engenheiro Heitor Antônio Eiras García,6455 conj 06, Mercado RodRaf - Jardim Arpoador, São Paulo - SP, 05564-200",Jardim Arpoador,São Paulo - SP,Clínica odontológica,4.8,96,Não,https://www.google.com/maps/place/?q=place_id:ChIJ7VRu6KpVzpQRcRhAVdUhSac
31,"Fácil Odonto- Clínica Odontológica Recife, Pernambuco",(81) 99466-7997,https://wa.me/5581994667997?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"Edifício Aldja Vasconcelos, Av. Fernando Simões Barbosa, 558 - Boa Viagem, Recife - PE, 51021-060",Boa Viagem,Recife - PE,"Clínica odontológica, Dentista",4.7,89,Não,https://www.google.com/maps/place/?q=place_id:ChIJ8fQr29MfqwcRCt0gS2QoOU4
32,Odontologia Mundo dos Dentes,(11) 97894-6017,https://wa.me/5511978946017?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"R. Padre Juan de Solorzano, 83 - Jardim Paulo VI, São Paulo - SP, 05570-120",Jardim Paulo VI,São Paulo - SP,"Dentista, Clínica odontológica, Ortodontista",4.9,86,Não,https://www.google.com/maps/place/?q=place_id:ChIJ67Ij-f1UzpQRQuqXeSZtM5w
33,Sorria Goiás Vila Nova,(62) 99976-9409,https://wa.me/5562999769409?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"Prç. Ver. Boaventura Moreira de Andrade, QD 27 - LT 15 - St. Leste Vila Nova, Goiânia - GO, 74640-010",Setor Leste Vila Nova,Goiânia - GO,Clínica odontológica,4.9,84,Não,https://www.google.com/maps/place/?q=place_id:ChIJGzlRLZvzXpMR8_b24enPXKE
34,Clinica RM Odontologia - Tijuca,(21) 99297-2222,https://wa.me/5521992972222?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"Rua Conde de Bonfim, 344 - Sl 703 bloco 01 - Tijuca, Rio de Janeiro - RJ, 20520-054",Tijuca,Rio de Janeiro - RJ,Clínica odontológica,4.9,83,Não,https://www.google.com/maps/place/?q=place_id:ChIJW4-as0B_mQARAxjiWjudl5U
35,Odontológica,(62) 98325-2618,https://wa.me/5562983252618?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"Avenida São Domingos, R. L-10, Quadra 08 - Res. Fortaleza, Goiânia - GO, 74476-110",Residencial Fortaleza,"R. L-10, Quadra 08 - Res. Fortaleza","Clínica odontológica, Cirurgião dentista",5.0,79,Não,https://www.google.com/maps/place/?q=place_id:ChIJXyygWkGLXpMR8B4WpHUIEvw
36,Idealys Odontologia Savassi,(31) 99083-5879,https://wa.me/5531990835879?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"R. Bernardo Guimarães, 856 - Funcionários, Belo Horizonte - MG, 30140-081",Funcionários,Belo Horizonte - MG,"Clínica odontológica, Dentista",4.7,77,Não,https://www.google.com/maps/place/?q=place_id:ChIJq2uHjN-ZpgARB7Ds5QIOWSw
37,Dentista 24h Sorocaba | Urgência e Emergência Odontológica Particular,(15) 99745-8272,https://wa.me/5515997458272?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"Av. Antônio Carlos Comitre, 540 - Sl 96 - Parque Campolim, Sorocaba - SP, 18047-620",Parque Campolim,Sorocaba - SP,Dentista,4.9,74,Não,https://www.google.com/maps/place/?q=place_id:ChIJM-gz7WyLxZQRo0wdLl6QYYg
38,Dra Elise Telles Ortodontia Invisalign Flamengo Rio de Janeiro,(21) 99084-9988,https://wa.me/5521990849988?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"Praia do Flamengo, 66 - Bl B, sala 1105 - Flamengo, Rio de Janeiro - RJ, 22210-030",Flamengo,Rio de Janeiro - RJ,"Ortodontista, Dentista cosmético",5.0,66,Não,https://www.google.com/maps/place/?q=place_id:ChIJKY73psyBmQARMOkNZmJGltc
39,Clínica Guarulhos - RA Odontologia,(11) 95753-0531,https://wa.me/5511957530531?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"R. Dom Pedro II, 197 - Centro, Guarulhos - SP, 07010-003",Centro,Guarulhos - SP,Clínica odontológica,4.9,51,Não,https://www.google.com/maps/place/?q=place_id:ChIJqRIbrhT1zpQRVqVGj7V1PfA
40,ISO Instituto de Saude Oral,(31) 98229-3918,https://wa.me/5531982293918?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"Av. Brasil, 1491 - 406 - Savassi, Belo Horizonte - MG, 30140-002",Savassi,Belo Horizonte - MG,Clínica odontológica,4.3,51,Não,https://www.google.com/maps/place/?q=place_id:ChIJ45NmPuiZpgARnrcPRtpawLg
41,Centro Clínico Mais Brasilia,(61) 98241-3121,https://wa.me/5561982413121?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"SDS BLOCO H EDIFICIO VENANCIO II - SALA 106 1° ANDAR, SDS, Brasília - DF, 70393-900",Plano Piloto,SDS BLOCO H EDIFICIO VENANCIO II - SA,"Clínica odontológica, Dentista, Ortodontista, Clínica de odontopediatria",4.7,44,Não,https://www.google.com/maps/place/?q=place_id:ChIJo3iaR-k7WpMRwQuuAF8etiY
42,ClinSe Odontologia Integrada - Clínica Odontológica,(11) 94929-4929,https://wa.me/5511949294929?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"Av. Itamarati, 2800 - Sala 14 - Parque Erasmo Assunção, Santo André - SP, 09271-410",Parque Erasmo Assunção,Santo André - SP,"Clínica odontológica, Esteticista, Dentista, Periodontista",5.0,42,Não,https://www.google.com/maps/place/?q=place_id:ChIJCQfwrvxpzpQRxcHYPPfYVfg
43,Clínica Dra Camila Nobre,(85) 99735-7564,https://wa.me/5585997357564?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"R. Abelardo Marinho, 285 - Vila União, Fortaleza - CE, 60411-075",Vila União,Fortaleza - CE,Dentista,4.8,36,Não,https://www.google.com/maps/place/?q=place_id:ChIJa12K6ndJxwcRheIHW6_kR6M
44,CLÍNICA ODONT,(31) 99611-0566,https://wa.me/5531996110566?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"Rua Grão Mogol, 64 - Carmo Carmo - Sion, Belo Horizonte - MG, 30310-010",Sion,Belo Horizonte - MG,"Clínica odontológica, Dentista, Cirurgião dentista, Ortodontista",4.6,34,Não,https://www.google.com/maps/place/?q=place_id:ChIJyUCOe8WZpgARvbuME0TMUkw
45,VIDA ODONTOLOGIA E SAÚDE,(31) 97256-2706,https://wa.me/5531972562706?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"R. Rio Grande do Norte, 1436 - Sl 1212 - Savassi, Belo Horizonte - MG, 30130-131",Savassi,Belo Horizonte - MG,Clínica especializada,5.0,33,Não,https://www.google.com/maps/place/?q=place_id:ChIJV0IW5JOZpgARAI9YdVsv5h0
46,Dr. Roney Quintela Consultório Odontológico,(31) 98896-7577,https://wa.me/5531988967577?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"R. Tomé de Souza, 860 - Sl 1207 - Savassi, Belo Horizonte - MG, 30140-131",Savassi,Belo Horizonte - MG,Clínica odontológica,5.0,30,Não,https://www.google.com/maps/place/?q=place_id:ChIJk4OgPyWZpgARSp_5jl9FQqo
47,Clinica Essenza Odontologia - Santo André | Clinico Geral -Pediatria -Facetas em resina -Exodontia -Canal -Aparelhos,(11) 97032-1270,https://wa.me/5511970321270?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"R. Ibiacema, 47 - Vila Floresta, Santo André - SP, 09051-560",Vila Floresta,Santo André - SP,"Clínica odontológica, Dentista cosmético, Dentista, Serviço dentário de emergência, Endodontista, Cirurgião dentista, Ortodontista, Odontopediatra, Periodontista",5.0,28,Não,https://www.google.com/maps/place/?q=place_id:ChIJkQDse0FDzpQReihM1z0EwFM
48,Licos Clínica Odontológica e Equilíbrio Oral,(13) 99731-9343,https://wa.me/5513997319343?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"Av. Anna Costa, 201 - Vila Mathias, Santos - SP, 11060-001",Vila Mathias,Santos - SP,"Clínica odontológica, Dentista cosmético, Periodontia e implantes dentários, Dentista, Cirurgião dentista, Clínica de odontopediatria",4.7,28,Não,https://www.google.com/maps/place/?q=place_id:ChIJTXu9tnMDzpQRxVKFKjOxZoc
49,Núcleo de Odontologia,(71) 98677-9247,https://wa.me/5571986779247?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"Av. Tancredo Neves, 1632 - Caminho das Árvores, Salvador - BA, 41820-020",Caminho das Árvores,Salvador - BA,"Clínica odontológica, Periodontia e implantes dentários, Dentista, Centro de cuidados com dentaduras, Endodontista, Cirurgião dentista, Ortodontista, Laboratório de prótese e órtese, Odontopediatra, Periodontista",4.9,27,Não,https://www.google.com/maps/place/?q=place_id:ChIJXRsqHRAbFgcRUb0Tnl_HIgo
50,Dentista centro de Florianópolis-Dra. Letícia Santos,(48) 97400-4538,https://wa.me/5548974004538?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"R. Emílio Blum, 131 - Sl 606 - Centro, Florianópolis - SC, 88020-010",Centro,Florianópolis - SC,Clínica odontológica,4.8,25,Não,https://www.google.com/maps/place/?q=place_id:ChIJC5fOQNw5J5URkSc3CvOmrOs
