ID,Nome,WhatsApp,Link_Conversa_WhatsApp,Endereço,Bairro,Cidade_UF,Categoria,Nota_Google,Qtd_Avaliacoes,Possui_Site,Link_Google_Maps
11,Studio Luana Rodrigues,(19) 98173-0401,https://wa.me/5519981730401?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"Rua Dr. Costa Aguiar, 205 - Centro - Centro, Campinas - SP, 13010-060",Centro,Campinas - SP,Salão de Beleza,4.9,312,Não,https://www.google.com/maps/place/?q=place_id:ChIJ8_eEWfzPyJQRhR0DQ4Zf4t8
12,12.B Salon,(15) 99641-7162,https://wa.me/5515996417162?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"Galeria Caribe - R. Martinica, 400 - Lj 7 - Jardim America, Sorocaba - SP, 18046-805",Jardim America,Sorocaba - SP,Salão de Beleza,4.9,303,Não,https://www.google.com/maps/place/?q=place_id:ChIJryxGL8mLxZQRskulIc8b0Bs
13,Marcio Cabeleireiros,(11) 99557-5040,https://wa.me/5511995575040?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"R. Vinte e Sete de Janeiro, 65 - Novo Osasco, Osasco - SP, 06045-000",Novo Osasco,Osasco - SP,Salão de Beleza,4.9,273,Não,https://www.google.com/maps/place/?q=place_id:ChIJoz--bXxVzpQRnDmtU7LUKlU
14,Espaço Performance,(71) 99119-5269,https://wa.me/5571991195269?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"R. das Dálias, 576 - Pituba, Salvador - BA, 41810-040",Pituba,Salvador - BA,Salão de Beleza,4.5,258,Não,https://www.google.com/maps/place/?q=place_id:ChIJVQGh6RQbFgcR8OO71w_7bh8
15,Platino Cabeleireiros,(16) 99782-4495,https://wa.me/5516997824495?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"Av. Wladimir Meirelles Ferreira, 1755 - Jardim Botânico, Ribeirão Preto - SP, 14021-630",Jardim Botânico,Ribeirão Preto - SP,Salão de Beleza,4.8,253,Não,https://www.google.com/maps/place/?q=place_id:ChIJGwLRm82-uZQR4OJJ0s5G2YE
16,Fashion Hair - Salão de Beleza - Niterói - RJ,(21) 96663-9962,https://wa.me/5521966639962?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"Av. Ernani do Amaral Peixoto, 36 - Sl 817 - Centro, Niterói - RJ, 24020-074",Centro,Niterói - RJ,"Salão de Beleza, Manicure, Cabeleireiro",5.0,253,Não,https://www.google.com/maps/place/?q=place_id:ChIJLZJjbl2DmQARabRM01iINBo
17,A Sala Secreta,(11) 95476-6877,https://wa.me/5511954766877?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"R. Santo André, 425 - Vila Assunção, Santo André - SP, 09020-230",Vila Assunção,Santo André - SP,Salão de Beleza,4.9,250,Não,https://www.google.com/maps/place/?q=place_id:ChIJz-3LBO5DzpQRz3cjzgcumNA
18,Empório da Beleza,(11) 96745-8571,https://wa.me/5511967458571?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"Av. Araucária, 1044 - Parque Oratório, Santo André - SP, 09251-040",Parque Oratório,Santo André - SP,"Salão de Beleza, Manicure",4.9,247,Não,https://www.google.com/maps/place/?q=place_id:ChIJFZPraBpozpQRKf212PeBzhw
19,Studio Robson Motta,(21) 98996-4612,https://wa.me/5521989964612?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"Av: Treze de maio, 47 - Sl 203 - Centro, Rio de Janeiro - RJ, 20031-007",Centro,Rio de Janeiro - RJ,Salão de Beleza,4.7,243,Não,https://www.google.com/maps/place/?q=place_id:ChIJjYdBHmF_mQAR7snYirSByu4
20,Studio Y,(62) 99421-0710,https://wa.me/5562994210710?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"Alameda Ricardo Paranhos, 251 - St. Marista, Goiânia - GO, 74175-020",Setor Marista,Goiânia - GO,"Salão de Beleza, Esteticista, Salão de sobrancelhas, Cabeleireiro, Lounge bar, Estúdio de maquiagem, Manicure",4.6,238,Não,https://www.google.com/maps/place/?q=place_id:ChIJAQCM1BnxXpMRZG7yc-Pt-aE
21,Studio Bella Trindade,(85) 99232-0676,https://wa.me/5585992320676?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"Av. da Abolição, 3450 - Meireles, Fortaleza - CE, 60165-082",Meireles,Fortaleza - CE,"Salão de Beleza, Salão de sobrancelhas, Spa facial, Estúdio de maquiagem, Manicure, Cabeleireiro, Serviço de depilação a cera, Serviços para casamento, Loja de noivas",4.9,235,Não,https://www.google.com/maps/place/?q=place_id:ChIJ44cDd3tJxwcRnkdVCFU5Q-w
22,Espaço Charmy,(21) 99951-9250,https://wa.me/5521999519250?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"Edifício Marques - R. José Clemente, 21 - 101 - Centro, Niterói - RJ, 24020-102",Centro,"R. José Clemente, 21 - 101 - Centro","Salão de Beleza, Manicure",4.5,230,Não,https://www.google.com/maps/place/?q=place_id:ChIJ7_Tq6MSDmQARi7-kqJY4pAU
23,Studio WL - Salão de Beleza,(31) 98412-9129,https://wa.me/5531984129129?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"R. Pernambuco, 1408 - Funcionários, Belo Horizonte - MG, 30130-154",Funcionários,Belo Horizonte - MG,"Salão de Beleza, Manicure, Cabeleireiro",4.9,229,Não,https://www.google.com/maps/place/?q=place_id:ChIJ7YhzgX2XpgARcqA-p3R-dYI
24,Elegance Hair Studio Cabelos e Estética,(19) 99956-9180,https://wa.me/5519999569180?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"Rua Padre Bernardo da Silva, 312 - São Bernardo, Campinas - SP, 13030-710",São Bernardo,Campinas - SP,Salão de Beleza,4.8,228,Não,https://www.google.com/maps/place/?q=place_id:ChIJd1atpcPIyJQRYdRlHp2Mb3Q
25,Estilo Selma,(13) 99740-4004,https://wa.me/5513997404004?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"R. Goiás, 62 - Boqueirão, Santos - SP, 11050-100",Boqueirão,Santos - SP,Salão de Beleza,4.9,228,Não,https://www.google.com/maps/place/?q=place_id:ChIJ43K9rQkDzpQRb_7pCfToO8U
26,La Bella Studium de Beleza - Unidade I,(81) 98822-2648,https://wa.me/5581988222648?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"Av. Conde da Boa Vista, 1084 - Boa Vista, Recife - PE, 50060-002",Boa Vista,Recife - PE,Salão de Beleza,4.8,224,Não,https://www.google.com/maps/place/?q=place_id:ChIJHdmvLgEZqwcRHe7KKK9Cww0
27,Studio Amélia- Saúde e Beleza,(81) 99660-0190,https://wa.me/5581996600190?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"Avenida Conselheiro Rosa e Silva, 670 Empresarial Córdobas - Graças, Recife - PE, 52050-225",Graças,Recife - PE,Salão de Beleza,5.0,200,Não,https://www.google.com/maps/place/?q=place_id:ChIJtT1QWQoZqwcR3oZhKAjT52o
28,Salão de Beleza Extrabella,(85) 98541-5185,https://wa.me/5585985415185?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"galeria supermercado Assai - Av. dos Expedicionários, 4444 - Jardim América, Fortaleza - CE, 60410-424",Jardim América,Fortaleza - CE,Salão de Beleza,4.8,200,Não,https://www.google.com/maps/place/?q=place_id:ChIJBec9Y6FJxwcR7u6l9kS5i1A
29,Gilmar Cabeleireiros,(47) 99707-7341,https://wa.me/5547997077341?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"R. Colibri, 43 - Costa e Silva, Joinville - SC, 89220-210",Costa e Silva,Joinville - SC,Salão de Beleza,5.0,199,Não,https://www.google.com/maps/place/?q=place_id:ChIJ9WVIMz2v3pQRQ-EOxlJCCN0
30,Donna da Beleza - By Gabriella,(19) 98123-8215,https://wa.me/5519981238215?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"Av. Francisco de Paula Oliveira Nazareth, 1041 - Parque Industrial, Campinas - SP, 13031-440",Parque Industrial,Campinas - SP,Salão de Beleza,4.9,196,Não,https://www.google.com/maps/place/?q=place_id:ChIJB7YJVdHJyJQRj7WVYc7Tzvk
31,Studio Dias,(31) 99711-0622,https://wa.me/5531997110622?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"R. Benjamin Dias, 353 - Barreiro, Belo Horizonte - MG, 30640-520",Barreiro,Belo Horizonte - MG,Salão de Beleza,4.6,196,Não,https://www.google.com/maps/place/?q=place_id:ChIJdwodRPy9pgARhgKykgG38R4
32,Salão Rosa Morena,(11) 97217-6684,https://wa.me/5511972176684?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"R. Dr. Coryntho Baldoíno Costa, 70 - Tatuapé, São Paulo - SP, 03069-070",Tatuapé,São Paulo - SP,Salão de Beleza,5.0,189,Não,https://www.google.com/maps/place/?q=place_id:ChIJ88Y97Z5fzpQRz_DBwfbvWm8
33,Elegance Salon Unidade Savassi,(31) 98445-9750,https://wa.me/5531984459750?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"R. Lavras, 226 - São Pedro, Belo Horizonte - MG, 30330-010",São Pedro,Belo Horizonte - MG,Salão de Beleza,5.0,181,Não,https://www.google.com/maps/place/?q=place_id:ChIJ03Hp4q2ZpgARFxGOdJrLcAw
34,Marco Santos Cabeleireiro I Especialista em mechas e colorimetria em Niterói,(21) 98485-6955,https://wa.me/5521984856955?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"R. da Conceição, 154 - sala 103 - Centro, Niterói - RJ, 24020-084",Centro,Niterói - RJ,"Salão de Beleza, Cabeleireiro",4.7,180,Não,https://www.google.com/maps/place/?q=place_id:ChIJraipesODmQARWYFDF4VsJC0
35,Studio de Beleza Amanda Roque,(15) 99815-5389,https://wa.me/5515998155389?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"R. Bolívia, 126 - Vila Barcelona, Sorocaba - SP, 18025-720",Vila Barcelona,Sorocaba - SP,Salão de Beleza,5.0,174,Não,https://www.google.com/maps/place/?q=place_id:ChIJLzsoHtBhz5QRwzocRq7FpY4
36,STUDIO LB,(31) 99812-0300,https://wa.me/5531998120300?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"R. Paraíba, 966 - Sl 405 - Savassi, Belo Horizonte - MG, 30130-145",Savassi,Belo Horizonte - MG,"Salão de Beleza, Esteticista, Salão de sobrancelhas, Cabeleireiro, Terapeuta de drenagem linfática, Estúdio de maquiagem, Manicure",5.0,173,Não,https://www.google.com/maps/place/?q=place_id:ChIJNR8seuGZpgARfMa4OX-GWnw
37,Studio de Beleza & Cia em Santos,(13) 97422-9440,https://wa.me/5513974229440?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"Av. Siqueira Campos, 642 - Boqueirão, Santos - SP, 11045-200",Boqueirão,Santos - SP,"Salão de Beleza, Loja de Roupa, Cuidados com os pés, Serviço de tratamento para a queda de cabelo, Manicure, Cabeleireiro",4.8,171,Não,https://www.google.com/maps/place/?q=place_id:ChIJoe4qvlQCzpQRNFxWiHYlWNo
38,Escovei Asa Sul,(61) 99343-3003,https://wa.me/5561993433003?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"Asa Sul CLS 413 BL A Lj 26 - Asa Sul, Brasília - DF, 70296-500",Asa Sul,BL A Lj 26 - Asa Sul,Salão de Beleza,4.8,159,Não,https://www.google.com/maps/place/?q=place_id:ChIJP1W4vrYlWpMRajM9aKAZxII
39,Cortes & Cores - Beleza e Estética,(85) 99421-0969,https://wa.me/5585994210969?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"R. Silva Paulet, 1353 - Aldeota, Fortaleza - CE, 60120-020",Aldeota,Fortaleza - CE,Salão de Beleza,4.7,159,Não,https://www.google.com/maps/place/?q=place_id:ChIJ7_49LfVIxwcRjhDvabDcJxM
40,Studio Zampieri,(11) 98726-1804,https://wa.me/5511987261804?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"Rua Dona Maria Gaiarsa, 61 - Centro, Santo André - SP, 09020-145",Centro,Santo André - SP,Salão de Beleza,4.9,156,Não,https://www.google.com/maps/place/?q=place_id:ChIJ7SYnhiBqzpQRlJ-K62jmn4g
41,Studio Drika Dias,(11) 96551-9913,https://wa.me/5511965519913?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"R. Vera, 157 - Jardim Santa Mena, Guarulhos - SP, 07096-020",Jardim Santa Mena,Guarulhos - SP,Salão de Beleza,4.7,153,Não,https://www.google.com/maps/place/?q=place_id:ChIJd6WreKz1zpQRDRKbr8FSi40
42,Belos Fios Cabeleireiros,(11) 99912-6098,https://wa.me/5511999126098?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"R. Eng. Franco Zampari, 48 - Vila Euclides, São Bernardo do Campo - SP, 09725-540",Vila Euclides,São Bernardo do Campo - SP,"Salão de Beleza, Cabeleireiro, Serviços para casamento",4.9,151,Não,https://www.google.com/maps/place/?q=place_id:ChIJSXjsJMpDzpQRlFjiuvgaIog
43,A2 Salão de Beleza,(81) 98455-1978,https://wa.me/5581984551978?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"Galeria Jardim - R. Comendador Franco Ferreira, 327 - Lj 01 - San Martin, Recife - PE, 50761-310",San Martin,Recife - PE,Salão de Beleza,4.9,150,Não,https://www.google.com/maps/place/?q=place_id:ChIJrXhlmTUZqwcRtMWm8Ytx8R8
44,Verbena Studio de Beleza,(31) 99641-5944,https://wa.me/5531996415944?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"EDIFÍCIO IMPRENSA E GUTEMBERG, Av. Augusto de Lima, 407 - Lourdes, Belo Horizonte - MG, 30190-000",Lourdes,"Av. Augusto de Lima, 407 - Lourdes","Salão de Beleza, Cabeleireiro, Manicure",5.0,146,Não,https://www.google.com/maps/place/?q=place_id:ChIJUSlYQsKZpgAR1DVTBLPMpg4
45,Glicy Fernandes Studio de Beleza,(15) 98103-8396,https://wa.me/5515981038396?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"Júlio Rusconi 51 Jardim Itanguá - Zona Oeste, Sorocaba - SP, 18056-160",Zona Oeste,Sorocaba - SP,"Salão de Beleza, Estúdio de maquiagem, Cabeleireiro",5.0,145,Não,https://www.google.com/maps/place/?q=place_id:ChIJA4MwX-OLxZQRUBgAQaEVw6Q
46,Salão Beleza Tofani Studio,(31) 99607-9125,https://wa.me/5531996079125?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"R. Marcílio Dias, 268 - Nova Suíça, Belo Horizonte - MG, 30421-023",Nova Suíça,Belo Horizonte - MG,"Salão de Beleza, Estúdio de maquiagem, Manicure, Cabeleireiro",5.0,144,Não,https://www.google.com/maps/place/?q=place_id:ChIJvWHWeiCXpgAR3B_hODbOl3M
47,Salão de Beleza Rk Concept - Ingá,(21) 97200-8286,https://wa.me/5521972008286?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"R. Doutor Pereira Nunes, 1 - Ingá, Niterói - RJ, 24210-430",Ingá,Niterói - RJ,Salão de Beleza,4.9,141,Não,https://www.google.com/maps/place/?q=place_id:ChIJicwzQ1qDmQARfdTx_QbgWTA
48,You Beauty Salão,(85) 99719-6452,https://wa.me/5585997196452?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"R. Walter Bezerra de Sá, 155 - Dionísio Torres, Fortaleza - CE, 60135-225",Dionísio Torres,Fortaleza - CE,"Salão de Beleza, Cabeleireiro, Manicure",4.8,139,Não,https://www.google.com/maps/place/?q=place_id:ChIJmVvxxvJIxwcR0GZbonP0O1E
49,Salão de beleza Lopes Coiffeur,(71) 99206-2522,https://wa.me/5571992062522?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"297 Rua José Peroba Edf Atlanta Empresarial, Térreo, Stiep - STIEP, Salvador - BA, 41770-235",STIEP,Stiep - ST,Salão de Beleza,4.8,136,Não,https://www.google.com/maps/place/?q=place_id:ChIJl6NHN98xNAcRGAUutEpd-6c
50,Espaço Carol Gomes Centro Belo Horizonte,(31) 97315-4506,https://wa.me/5531973154506?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20quero%20falar%20a%20respeito%20de%20uma%20proposta.,"Av. Afonso Pena, 578 - 11º andar - Sala 1104 - Centro, Belo Horizonte - MG, 30130-001",Centro,Belo Horizonte - MG,"Salão de Beleza, Depilação, Estúdio de maquiagem, Manicure, Cabeleireiro",4.9,127,Não,https://www.google.com/maps/place/?q=place_id:ChIJuTVFDuyZpgAR0VBkxYITlLk
